gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,0,1,0,-0.27295382403518,1,0,0.6702314099906617,-0.05444857236567635,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-0.5026195982431968,1,1,-0.37754596419159137,-0.5463177980868883,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-1.2861451872261143,1,0,-0.6401541849839522,-0.9915305994272153,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.2861451872261143,1,0,-1.5038886876083952,-1.0029588081611758,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
0,0,1,0,0.3770450120005983,1,1,1.575740429414093,1.024438867706533,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
0,0,0,0,0.17181451700271616,1,0,0.6536294722230078,0.36099163925586397,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,1,0,0.612937365015231,0,0,-1.0089437923413622,-0.31108962227111675,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
0,0,0,0,-0.715653610808353,1,0,-0.47511932224035525,-0.6883764594699422,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,1.4576338171357783,1,1,1.48958143508652,2.337533069049762,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0.8830651225728904,1,1,1.0425970320587608,1.270884898466599,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,1,0,-0.2503567776040812,1,0,-0.15987876034879112,-0.2862062245528194,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,1,1,-1.0966259182683327,1,1,0.7034270911276568,-0.7782701225627562,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,-1.2861451872261143,1,1,0.28719211816753465,-0.9792607328317745,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-0.7971524074394618,1,1,0.5034812442489274,-0.5565069674475686,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,-1.1762810970326107,1,1,0.9767199870393192,-0.8644185064688565,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,1,0,0,-0.6560793974227639,1,1,0.3711550463411767,-0.48796608950083853,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-1.2861451872261143,1,0,0.31219515392234537,-0.9789299136845475,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.0595129744936427,1,1,-0.6599975703955752,-0.8544786289181298,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,1,1,0,-0.9263954033100565,1,1,1.1709864294772134,-0.5698796193925675,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,-1.2861451872261143,1,1,0.2799247458191143,-0.9793568885924774,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,1,0,0.7644972888538546,1,0,-1.4709095727851842,-0.5742846310394069,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,-1.2533114994967298,1,1,0.49946930714713333,-0.9494773818739309,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,1,0,-0.22474173568260228,1,1,-0.25688635036022023,-0.34861727997569397,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1,1,0,0,-1.0605878400177906,1,1,0.1705822095104094,-0.8199990052536836,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,-1.2453957889105598,1,1,1.021785225567481,-0.9320754237616673,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,-0.3875296288763843,1,0,0.7964385023960014,-0.11802290796489717,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
0,0,0,0,-0.6366641293435295,1,1,0.7174351828174808,-0.3373234519286493,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,1,1,0,-0.2663705706783229,1,1,1.0070424078337004,0.10652944484730362,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,-1.1447673914216956,1,0,-0.13842526268879907,-0.8758910517967561,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,1.1267520883209285,1,1,1.282939884985089,1.6791305890670958,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-0.8534756117678348,1,0,0.27496821480633526,-0.6347335119087304,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-0.9615461150363982,1,1,0.2988759246855745,-0.7235189473890489,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-1.2861451872261143,0,1,-0.9855239073385156,-0.9961002412158264,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.2852886803162238,0,1,-1.3468864077972482,-1.0006685613498734,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,-0.803451846796233,1,1,0.4948295509534639,-0.554731644902093,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-1.0674345576792401,1,1,-0.5262978126913141,-0.8780432988754845,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,1,0,0,-1.233348844941248,1,0,-0.6525993356339554,-0.9683208275121826,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,-1.2510825814100843,0,1,-0.7775174353522931,-0.982948848367702,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1,0,1,0,-0.3262236485329365,1,1,1.2846773360888173,0.11566613568927629,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1,1,0,0,-0.8166474226262471,1,1,1.149947762868757,-0.46001097074161723,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,-0.9720038535074628,1,1,0.3243835366375161,-0.7289365997770001,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,0,0,1.033690509932574,1,1,1.279343568524566,1.6496316127429145,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0,0,0,0,0.5630084881840179,0,1,-0.8536286824384584,-0.21384010465974013,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.1114483102945196,1,0,-1.5141423556427873,-0.954575170119147,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0,-1.2861451872261143,1,1,-0.6734172391476059,-0.9919707081932265,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,1,-0.7918919406785063,1,1,0.12886876591128807,-0.6213254904633695,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-0.9425230982670856,0,1,-0.5625096687086668,-0.8139787099430797,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-1.2861451872261143,0,1,-1.3303064852128248,-1.00066211440233,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.1974643517378514,1,1,0.7011403555149304,-0.8971964327180737,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,-1.2861451872261143,1,1,0.1730947529244484,-0.9807703732386713,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,-1.2861451872261143,1,1,0.9561148609124482,-0.970410109512046,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-0.005442143176108763,1,1,1.2831104705170837,0.4164064832858607,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1,1,1,0,0.9816434615584132,1,1,1.1604437919023487,1.5188157600741887,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-1.2419061114245102,1,1,0.46642319945323973,-0.9371270753559605,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,1,0,0.6477006588485905,1,1,0.5330282296466139,0.7552841517158377,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.2861451872261143,1,1,-0.6724239760479092,-0.9919575661710002,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.2861451872261143,1,1,0.3132595598631326,-0.978915830360063,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.16276627667486615,1,0,-0.3349075009943077,-0.13641444805668623,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.26233194876495186,0,0,-0.3115371129424996,-0.05576476608678775,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,1,1,-0.8590493874318145,1,1,-1.4955325455651889,-0.9146546176159293,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0.7772076701913155,0,0,-0.17717720308186152,0.33694236555877255,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0,0,0,0,-0.9194500003161357,1,1,0.6543284398132196,-0.6459972498871979,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0.7277754893000171,1,0,1.5049653354776873,1.4318253500130533,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,-1.1231475939638966,1,1,0.50106653565891,-0.8418666918539058,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-1.2861451872261143,1,0,0.19942974837925867,-0.9804219307205702,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,-0.639082617007329,1,0,0.7906178182291256,-0.3429835441680916,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,-0.3694691723341086,1,0,0.19849090434077615,-0.28162770517131896,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,0,0,-0.9601500007016792,1,1,0.6325483344308972,-0.6674488910903718,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,-1.0425827546324833,1,0,0.32055087184539044,-0.7730936169317646,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,-0.6738688091408468,1,1,0.7566364120470358,-0.41731935069204545,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0,1,0,0,-0.7851117866659973,1,1,1.0224477230621074,-0.49595691100823214,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.2861451872261143,1,1,-1.5016809095613908,-1.002929596698298,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0,-1.2861451872261143,1,0,0.20840604430043794,-0.9803031639199695,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,1,1,-0.2398150230871436,1,0,1.2913212858268182,0.21897518309166017,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,1.1047730869940544,1,1,1.2185812137758265,1.5978059537334335,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-1.2861451872261143,1,1,-1.521979811567375,-1.0031981747028698,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0,-1.2861451872261143,1,1,0.13382800962596056,-0.9812899177715741,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,1,1,-1.2603425628888774,1,0,-1.5066567112862697,-0.9978008002900712,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0,-0.7652152992041352,1,1,0.5277559467267587,-0.5478680782426545,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,1,1,-1.216930388759101,1,0,-1.480910589947473,-0.9887203301068571,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0,-1.2453957889105598,1,0,0.9975343837050087,-0.9325786729475435,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,-1.2553942198809223,1,0,0.964594757831958,-0.9342473134259321,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1,0,1,0,-0.7710408382696077,0,0,-0.6168308453582632,-0.7255497390242558,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,0.48499737225648387,1,0,-0.025065025216577413,0.23056016489873912,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-0.9271782417754922,1,0,-0.30643965389603756,-0.7781687458437391,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0,0,0,-1.2660225621977215,1,0,-0.6529389461160817,-0.9833443132397477,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,1,1,1.1439318438948693,1,0,0.61722510545412,1.2434185479130977,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1,0,1,0,-0.8952548502016917,1,1,0.3868104834310254,-0.663098905354529,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,0,0,-0.24624965936274298,1,1,1.369320653223193,0.28678277220982273,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-1.284367181096728,1,0,-0.3538147136322569,-0.9866791680298829,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-1.1298808027125926,1,1,0.33080785668573454,-0.8456495064610953,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,0,-0.8786512040705705,1,0,-1.4623050768647825,-0.9113388551682996,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
0,1,0,0,-0.9059779221320814,1,1,0.3139140142862202,-0.6651731215687865,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,-0.9801462429574584,1,1,0.5395009301005065,-0.7342469677814146,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,-0.1495022009205954,1,0,1.3126416780930206,0.3207265188158311,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,-1.1231475939638966,1,1,0.5395632678327653,-0.8293459474336106,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.261902596054708,0,1,-1.279667345294348,-0.993475240616921,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,1,0,1.521250242737621,1,1,1.3995220559984352,2.253317170588932,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
0,0,0,0,-0.5205725234905114,1,1,-0.5387765626719874,-0.594728955689266,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1,0,0,0,-1.01497715844627,1,0,0.968087947590428,-0.7040224133539198,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,-0.8076219184318394,1,1,0.30479463315776895,-0.5957903604570025,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1,0,0,0,-1.2434322378983071,1,1,0.5636545224744469,-0.9294370449179458,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.1524912736612964,1,0,-1.474172163676677,-0.9693925073042408,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0,-1.0912001032790237,1,1,0.8163978291817442,-0.7688206306723097,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,1,1,0,0.8123670937932981,1,1,0.7225055617129239,1.0191607928582154,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-1.0216434083299244,1,1,-0.38677501383858914,-0.8527519713257316,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-1.264046772430068,1,0,0.5022293645563307,-0.9584928546547867,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,-1.2861451872261143,1,1,0.1729453666075486,-0.9807723497928166,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,1,0,-0.7092777910140978,1,0,0.5352275442750426,-0.4888755634322791,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,-0.5386642474079386,1,1,0.6614037670871284,-0.2817209912461529,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
0,0,1,1,-0.08499759347386514,1,1,1.1328276173758287,0.24941561740819054,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,0.3504387435152675,1,1,0.6778896435514199,0.5052569212815569,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.1740645089514312,1,1,0.5511279024199336,-0.8710718476352203,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.1566509296588166,1,1,0.796362231892374,-0.842549704437351,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,-0.17759138300804883,0,1,-0.8266262265694317,-0.529220362774216,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-0.07360924042536073,1,1,1.3448726817779335,0.42517449272765395,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,1.3753898227274999,1,0,0.7708074952333908,1.5671367695907366,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,-1.0936931936758545,1,1,-0.6669303004617496,-0.9006305172958555,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,0,1,0.3828990719710428,1,1,1.2409832223094583,0.8851835300918824,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,1,1,0,0.46370186952928094,1,1,0.327955459893187,0.4624484911290217,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,1,0,0,-1.0063499734884942,1,1,0.9930500368512046,-0.668658031382486,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,1,0,-0.8266563555082674,1,1,-0.4606550097546886,-0.7405854413857577,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.7171392755725647,1,0,1.4841987890884578,1.427879435838323,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,1,1,0,-0.7584002819899931,1,1,0.21908558676257064,-0.5642823910281493,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,-0.7293484538652935,1,1,0.4790411492796014,-0.4787776782170148,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-1.2861451872261143,0,1,-1.3277696871110474,-1.000628549622719,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0,-1.2861451872261143,1,1,0.46941684159146907,-0.9768496885010812,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-1.2137808987891494,1,1,0.5234673809473716,-0.9206519189168263,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,-1.236849084077101,1,1,0.3578723576989392,-0.9369222675849666,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
